Venue,latitude,longitude,elevation,geocode_result
Grosseto (ITA),42.7751102,11.2878044,202.0,"Grosseto, Toscana, Italia"
"Globe Arena, Stockholm (SWE) (i)",59.3587062,17.8736682,21.0,"Swe Bilar, Bergslagsvägen, Vällingby, Hässelby-Vällingby stadsdelsområde, Stockholms kommun, Stockholms län, 162 65, Sverige"
"CSKA, Moskva (RUS) (i)",55.6918053,37.5556847,182.0,"РГУ нефти и газа (НИУ) им. И. М. Губкина, улица Дмитрия Ульянова, Гагаринский район, Москва, Центральный федеральный округ, 119333, Россия"
"Kombank Arena, Beograd (SRB) (i)",44.8025536,20.3827461,81.0,"Coral SRB, 40b, Јурија Гагарина, МЗ Младост, Београд (Нови Београд), Град Београд, Централна Србија, 11197, Србија"
Yerino (RUS),53.1864972,158.3836712,23.0,NOT FOUND
"Arena Birmingham, Birmingham (GBR) (i)",52.4796992,-1.9026911,153.0,"Birmingham, West Midlands, England, United Kingdom"
"Mösle-Stadium, Götzis (AUT)",47.3446773,9.6443433346502,411.0,NOT FOUND
Zhukovskiy (RUS),53.8907473,59.0129537,452.0,NOT FOUND
Chelyabinsk (RUS) (i),55.7606366,62.1969569,154.0,"Русская Теча, Русско-Теченское сельское поселение, Красноармейский район, Челябинская область, Уральский федеральный округ, 456690, Россия"
"Emirates Arena, Glasgow (GBR) (i)",55.861155,-4.2501687,24.0,"Glasgow, Glasgow City, Alba / Scotland, G2 1AL, United Kingdom"
"Five Rings Sports Center, Wuhan (CHN)",30.5951051,114.2999353,38.0,NOT FOUND
Lviv (UKR) (i),49.8142219,23.9860632,325.0,"Укр Буд Інвест Банк (УБІБ), вулиця Леоніда Перфецького, Кульпарків, Франківський район, Львів, Львівська міська громада, Львівський район, Львівська область, 79021, Україна"
"SumDU Arena, Sumy (UKR) (i)",25.1662124,94.2850048,1663.0,NOT FOUND
"Yelena Yelesina Stadium, Chelyabinsk (RUS)",55.180527,61.4000124,217.0,"Русь-Тревел, 7А, улица Кирова, микрорайон №2, Калининский район, Челябинск, Челябинский городской округ, Челябинская область, Уральский федеральный округ, 454084, Россия"
"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",41.268047,42.444237,1139.0,"Köprülü, Şavşat, Artvin, Karadeniz Bölgesi, 08700, Türkiye"
"Paavo Nurmen Stadion, Turku (FIN)",60.4515944,22.2669983,0.0,NOT FOUND
"Nemzeti Atlétikai Központ, Budapest (HUN)",47.4506869,19.0910523,107.0,"Magyar Honvédség Logisztikai Központ, 152, Külső-Ferencváros, IX. kerület, Budapest, Közép-Magyarország, 1095, Magyarország"
"SA Athletic Stadium, Adelaide (AUS)",-34.9281805,138.5999312,61.0,NOT FOUND
"WA Athletics Stadium, Perth (AUS)",-31.9558967,115.8605784,34.0,NOT FOUND
Ottawa (CAN) (i),-43.5196506,172.6901539,7.0,"Ottawa Road, Wainoni, Christchurch, Christchurch City, Canterbury, 8061, New Zealand / Aotearoa"
"Los Angeles, CA (USA)",34.0536909,-118.242766,102.0,"Los Angeles, Los Angeles County, California, United States"
Bremen (GER),53.0758196,8.8071646,17.0,"Bremen, Deutschland"
"New York, NY (USA) (i)",43.2169801,-76.9051618,121.0,"Marshall Farms USA, 5800, Town of Huron, Wayne County, New York, 14516, United States"
Sochi (URS),43.5854823,39.723109,9.0,NOT FOUND
Rovereto (ITA),45.886548,11.0452369,204.0,"Rovereto, Comunità della Vallagarina, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
Pretoria (RSA),-25.7459277,28.1879101,1341.0,"Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0142, South Africa"
Verona (ITA),51.0851264,3.4483297,22.0,"Via Verona, 26;28;30, Stationsstraat, Aalter, Gent, Oost-Vlaanderen, 9880, België / Belgique / Belgien"
Leningrad (URS),59.9606739,30.1586551,0.0,NOT FOUND
"Bruce Stadium, Canberra (AUS)",-35.2975906,149.1012676,554.0,NOT FOUND
Paris-St-Denis (FRA),48.8766102,2.3502105,52.0,"Caserne de la Nouvelle France, Paris 10e Arrondissement, Paris, France métropolitaine, 75010, France"
"Neckarstadion, Stuttgart (GER)",48.7784485,9.1800132,246.0,"Stuttgart, Baden-Württemberg, Deutschland"
Tashkent (UZB),40.7876109,69.0532266,309.0,"X лет Узб ССР;10 лет Узбекской ССР, Bo'ka Tumani, Toshkent Viloyati, Oʻzbekiston"
São Paulo (BRA),-23.529779,-46.395668,762.0,"Rua Francisco de Brá, Jardim São Paulo, Lajeado, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 08452-450, Brasil"
Torino (ITA) (i),45.0677551,7.6824892,247.0,"Torino, Piemonte, Italia"
Stellenbosch (RSA),-33.934444,18.869167,127.0,"Stellenbosch, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7599, South Africa"
Rehlingen (GER),53.1045364,10.2205045,54.0,"Rehlingen, Samtgemeinde Amelinghausen, Lüneburg, Niedersachsen, Deutschland"
Praha (TCH),50.0874654,14.4212535,206.0,NOT FOUND
Caorle (ITA),45.5979147,12.8876282,0.0,"Caorle, Venezia, Veneto, 30021, Italia"
Bryansk (URS),53.2788979,34.3659113,143.0,NOT FOUND
Küssnacht (SUI),47.08385,8.4386308,436.0,"Küssnacht (SZ), Küssnacht, Schwyz, Schweiz/Suisse/Svizzera/Svizra"
Leipzig (GER) (i),51.3406321,12.3747329,119.0,"Leipzig, Sachsen, Deutschland"
Volgograd (URS) (i),48.7081906,44.5153353,33.0,NOT FOUND
Sorgues (FRA),44.0066403,4.8725016,30.0,"Sorgues, Avignon, Vaucluse, Provence-Alpes-Côte d'Azur, France métropolitaine, 84700, France"
Portsmouth (GBR),50.800031,-1.0906023,11.0,"Portsmouth, England, United Kingdom"
Chelyabinsk (URS),55.1559312,61.3997019,247.0,NOT FOUND
"Laurentian University Stadium, Sudbury (CAN)",-43.0264935,173.0061881,75.0,"Sudbury, 19, Gardiners Road, Hurunui District, New Zealand / Aotearoa"
Viareggio (ITA),43.8672392,10.2506055,3.0,"Viareggio, Unione dei comuni della Versilia, Lucca, Toscana, 55049, Italia"
Gateshead (GBR),54.9625789,-1.6019294,46.0,"Gateshead, Tyne and Wear, North East, England, United Kingdom"
"Kelvin Hall, Glasgow (GBR) (i)",55.861155,-4.2501687,24.0,"Glasgow, Glasgow City, Alba / Scotland, G2 1AL, United Kingdom"
"Palacio de los Deportes, Sevilla (ESP) (i)",7.9068656,-72.5048403,300.0,"ASEO URBANO S.A. ESP, Avenida Aeropuerto, Zulima, Comuna 5 - Nororiental, Perímetro Urbano Cúcuta, Cúcuta, Oriental, Norte de Santander, RAP Gran Santander, 540002, Colombia"
Zweibrücken (GER) (i),49.248655,7.3641981,230.0,"Zweibrücken, Rheinland-Pfalz, 66482, Deutschland"
Lausanne (SUI),46.5218269,6.6327025,500.0,"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra"
Hannover (GER),52.3744779,9.7385532,62.0,"Hannover, Region Hannover, Niedersachsen, Deutschland"
Straelen (GER),51.4439341,6.2694388,42.0,"Straelen, Kreis Kleve, Nordrhein-Westfalen, 47638, Deutschland"
Caserta (ITA),41.1364951,14.2278507,27.0,"RDB.ITA SPA, Bellona, Caserta, Campania, Italia"
Salamanca (ESP),-33.3714475,-70.6914012,506.0,"ESC. ESP. de Lenguaje OMILEN ANTU, 5906, Julio Montt Salamanca, Villa Presidente Ibañez, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8710022, Chile"
Bologna (ITA),44.5041525,11.3651238,47.0,"Ita Hair Style, Via Tommaso Salvini, San Donato, San Donato-San Vitale, Bologna, Emilia-Romagna, 14007, Italia"
Nuoro (ITA),40.2640891,9.1272041,269.0,"Nuoro, Sardigna/Sardegna, Italia"
Grenoble (FRA) (i),40.0006475,-83.0507572,257.0,"Grenoble Road, The University, Upper Arlington, Sharon, Franklin County, Ohio, 43221, United States"
Gomel (BLR),41.4353177,33.8212975,715.0,NOT FOUND
La Habana (CUB),23.0927081,-82.4535964,6.0,"120, Romerillo, Cubanacán, Playa, La Habana, 12100, Cuba"
Reims (FRA),49.2577886,4.031926,90.0,"Reims, Marne, Grand Est, France métropolitaine, 51100, France"
Numazu (JPN),35.0957963,138.8633946,8.0,NOT FOUND
Granada (ESP),4.5199549,-74.3504641,2276.0,"Asoaguas ESP, Calle 12, El Centro, La Veintidos, Granada, Sumapaz, Cundinamarca, RAP (Especial) Central, Colombia"
Byrkjelo (NOR),61.7330135,6.5053208,0.0,NOT FOUND
Lille (FRA),59.9198611,10.7716544,39.0,"Thulitt fra Trøndelag, Sars' gate, Tøyen, Grünerløkka, Oslo, 0564, Norge"
"Walnut, CA (USA)",34.0203253,-117.8659441,174.0,"Walnut, Los Angeles County, California, 91789, United States"
Patra (GRE) (i),38.246242,21.7350847,13.0,NOT FOUND
"Topsporthal Vlaanderen, Gent (BEL) (i)",51.0692579,3.696491,7.0,"Bel&Bo, 4, Staakskenstraat, Gent, Oost-Vlaanderen, 9000, België / Belgique / Belgien"
"Stadion Rošický, Praha (CZE)",50.049028,14.3137333,355.0,"Památník obětem 1. a 2. světové války, Kovářova, Stodůlky, Praha, obvod Praha 5, Hlavní město Praha, Praha, 155 00, Česko"
Falköping (SWE),58.1695083,13.5542412,221.0,NOT FOUND
Brisbane (AUS),-27.4348274,152.9889139,33.0,"BND [Aus] Pty Ltd, 10, Stark Street, Dorrington, Ashgrove, Greater Brisbane, Queensland, 4060, Australia"
"Atlantic Pavillion, Lisboa (POR) (i)",38.7774259,-9.3172748,183.0,"Rua Pôr do Sol, Fitares, Rio de Mouro, Sintra, Lisboa, 2735-018, Portugal"
Nyíregyháza (HUN),47.9557802,21.7167982,112.0,NOT FOUND
"Commonwealth Stadium, Edmonton (CAN)",-43.5556237,172.5159634,32.0,"Edmonton Road, Hornby South, Christchurch, Christchurch City, Canterbury, 7676, New Zealand / Aotearoa"
"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",-27.4348274,152.9889139,33.0,"BND [Aus] Pty Ltd, 10, Stark Street, Dorrington, Ashgrove, Greater Brisbane, Queensland, 4060, Australia"
Kyiv (UKR),50.3833753,29.932993,180.0,"ТОВ  ""Укр Еко-Хліб"", Мотижин, Макарівська селищна громада, Бучанський район, Київська область, 08060, Україна"
Bryansk (RUS),52.302259,32.3628009,149.0,"RUS, 15К-1202, Октябрь, Любечане, Новоропское сельское поселение, Климовский район, Брянская область, Центральный федеральный округ, 243082, Россия"
Tallinn (EST),50.6130975,4.3241344,135.0,"Rue de Tallinn, Campagne Petit Baulers, Mont Saint-Roch, Nivelles, Brabant wallon, Wallonie, 1400, België / Belgique / Belgien"
Göteborg (SWE),57.7072326,11.9670171,8.0,NOT FOUND
Bryansk (RUS) (i),52.302259,32.3628009,149.0,"RUS, 15К-1202, Октябрь, Любечане, Новоропское сельское поселение, Климовский район, Брянская область, Центральный федеральный округ, 243082, Россия"
Sätra (SWE) (i),59.2857597,17.9216691,44.0,NOT FOUND
Tallinn (EST) (i),50.6130975,4.3241344,135.0,"Rue de Tallinn, Campagne Petit Baulers, Mont Saint-Roch, Nivelles, Brabant wallon, Wallonie, 1400, België / Belgique / Belgien"
Linz (AUT) (i),48.2904714,14.291161192462294,265.0,NOT FOUND
"Stadio Luigi Ridolfi, Firenze (ITA)",43.7697955,11.2556404,60.0,"Firenze, Toscana, Italia"
Avila (ESP),40.656478,-4.7002172,1122.0,NOT FOUND
Valencia (ESP) (i),44.9291322,4.8880204,126.0,"Esplanade du Champ de Mars, Valence, Drôme, Auvergne-Rhône-Alpes, France métropolitaine, 26000, France"
Málaga (ESP),36.7213028,-4.4216366,18.0,NOT FOUND
Naimette-Xhovémont (BEL),50.6517117,5.5575631,150.0,NOT FOUND
Gent (BEL) (i),47.8207777,-1.8286007,9.0,"Voie Verte Messac-Guer, L'Écusson, La Roche des Bouillons, Guipry, Guipry-Messac, Redon, Ille-et-Vilaine, Bretagne, France métropolitaine, 35480, France"
Bruxelles (BEL) (i),50.8131721,4.3657231,95.0,"Avenue Bel-Air - Schoon Uitzichtlaan, Longchamp - Langeveld, Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, België / Belgique / Belgien"
Zenica (BIH),44.199828,17.9093012,318.0,"Zenica, Grad Zenica, Zeničko-dobojski kanton, Federacija Bosne i Hercegovine, 72000, Bosna i Hercegovina / Босна и Херцеговина"
Dudelange (LUX),49.4844789,6.0912936,288.0,"Ct com lux, 25, Rue Nicolas Biever, Burange, Dudelange, Canton Esch-sur-Alzette, 3425, Lëtzebuerg"
Nürnberg (GER),49.453872,11.077298,299.0,"Nürnberg, Bayern, Deutschland"
Bühl (GER),48.6945066,8.134423,138.0,"Bühl, Vereinbarte Verwaltungsgemeinschaft Bühl, Landkreis Rastatt, Baden-Württemberg, 77815, Deutschland"
Hanau (GER) (i),50.132881,8.9169797,109.0,"Hanau, Main-Kinzig-Kreis, Hessen, Deutschland"
Hustopeče (CZE) (i),48.9399831,16.7369738,192.0,NOT FOUND
Baunatal (GER),51.2550775,9.4119007,209.0,"Baunatal, Landkreis Kassel, Hessen, 34225, Deutschland"
Beograd (SRB),44.8025536,20.3827461,81.0,"Coral SRB, 40b, Јурија Гагарина, МЗ Младост, Београд (Нови Београд), Град Београд, Централна Србија, 11197, Србија"
Santander (ESP) (i),41.0079702,-8.6438078,13.0,"Santander Work Café, 623, Rua 8, Espinho, Aveiro, 4500-370, Portugal"
"Aspire Dome, Doha (QAT) (i)",25.2678234,51.5587853,17.0,"قاعة المغادرة مطار الدوحة الدولي, حديقة المطار, مطار الدوحة الدولي, الدوحة, قطر"
Kingston (JAM),17.975215,-76.8175653,8.0,"Petro-Jam Oil Refineries, 96, Kingston, Surrey County, 15, Jamaica"
"Fana Stadion, Bergen (NOR)",60.3868903,5.2952524,0.0,"Nor Kiosk, Kringsjåveien, Damsgård, Laksevåg, Bergen, Vestland, 5160, Norge"
"Moratalaz, Madrid (ESP)",4.7279951,-74.284617,2548.0,"Aguas de La Prosperidad ESP, Carrera 23, Potrero Grande, Madrid, Sabana Occidente, Cundinamarca, RAP (Especial) Central, 250030, Colombia"
Braunschweig (GER),52.2646577,10.5236066,75.0,"Braunschweig, Niedersachsen, Deutschland"
Avilés (ESP),43.5554436,-5.9222466,20.0,NOT FOUND
Annecy (FRA),45.8992348,6.1288847,453.0,"Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, France"
Antwerpen (BEL) (i),51.162803,5.0636954,22.0,"Bel, Geel, Turnhout, Antwerpen, Vlaanderen, 2450, België / Belgique / Belgien"
"Auburn, AL (USA)",32.6098566,-85.4807825,220.0,"Auburn, Lee County, Alabama, United States"
Santander (ESP),41.0079702,-8.6438078,13.0,"Santander Work Café, 623, Rua 8, Espinho, Aveiro, 4500-370, Portugal"
"Luzhniki Stadion, Moskva (RUS)",55.6918053,37.5556847,182.0,"РГУ нефти и газа (НИУ) им. И. М. Губкина, улица Дмитрия Ульянова, Гагаринский район, Москва, Центральный федеральный округ, 119333, Россия"
Sopot (POL) (i),54.4447922,18.5684902,4.0,NOT FOUND
Sabadell (ESP) (i),41.5421013,2.1138977,183.0,NOT FOUND
Praha (CZE) (i),50.049028,14.3137333,355.0,"Památník obětem 1. a 2. světové války, Kovářova, Stodůlky, Praha, obvod Praha 5, Hlavní město Praha, Praha, 155 00, Česko"
"Ergo Arena, Sopot (POL) (i)",54.4447922,18.5684902,4.0,NOT FOUND
Vilnius (LTU) (i),54.6870458,25.2829111,101.0,NOT FOUND
Opole (POL),51.2463606,22.0868196,211.0,"Furt-Pol, Obliźniak, gmina Poniatowa, powiat opolski, województwo lubelskie, Polska"
Minsk (BLR) (i),53.9441345,27.666203,222.0,"Cummins Belarus, 169, МКАД, 56-ы кіламетр, Усход, Першамайскі раён, Мінск, 220016, Беларусь"
"Gallur, Madrid (ESP) (i)",4.7279951,-74.284617,2548.0,"Aguas de La Prosperidad ESP, Carrera 23, Potrero Grande, Madrid, Sabana Occidente, Cundinamarca, RAP (Especial) Central, 250030, Colombia"
"Arena, Toruń (POL) (i)",53.0285244,18.6327054,60.0,"Mi-Pol, Jakubskie Przedmieście, Toruń, województwo kujawsko-pomorskie, Polska"
Eaubonne (FRA) (i),48.9911296,2.2792058,53.0,"Eaubonne, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95600, France"
Lutsk (UKR),50.7483756,25.3510852,190.0,"ПП ТК Укр-Петроль, Завокзальний, Луцьк, Луцька міська громада, Луцький район, Волинська область, Україна"
"Palaindoor O. Bernes, Udine (ITA) (i)",46.0634632,13.2358377,122.0,"Udine / Udin, Udine / Udin / Videm, Friuli-Venezia Giulia, 33100, Italia"
"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",35.2048883,-92.4479108,101.0,"Arkansas, United States"
"SOPAC, Sydney (AUS)",-33.8315618,151.226874,89.0,"Aus Play Equipment, Murdoch Street, Cremorne Junction, Cremorne, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2090, Australia"
"Central Stadium, Almaty (KAZ)",43.455596,77.0325544,613.0,"Kaz Filter, Sultan-Beibarys Street, Ötegen batyr, Іле ауданы, Алматы облысы, 040700, Қазақстан"
"Avangard Stadium, Lutsk (UKR)",50.7483756,25.3510852,190.0,"ПП ТК Укр-Петроль, Завокзальний, Луцьк, Луцька міська громада, Луцький район, Волинська область, Україна"
"Kadrioru staadion, Tallinn (EST)",50.6130975,4.3241344,135.0,"Rue de Tallinn, Campagne Petit Baulers, Mont Saint-Roch, Nivelles, Brabant wallon, Wallonie, 1400, België / Belgique / Belgien"
"Keskusurheilukenttä, Joensuu (FIN)",62.6005753,29.7622128,0.0,NOT FOUND
"Olympic Stadium, Cheboksary (RUS)",56.1127843,47.2675014,177.0,"Златая Русь, проспект Мира, Ленинский район, Чебоксары, городской округ Чебоксары, Чувашия, Приволжский федеральный округ, 428020, Россия"
"Arena LDUFK, Lviv (UKR) (i)",49.8142219,23.9860632,325.0,"Укр Буд Інвест Банк (УБІБ), вулиця Леоніда Перфецького, Кульпарків, Франківський район, Львів, Львівська міська громада, Львівський район, Львівська область, 79021, Україна"
"Convention Center, Albuquerque, NM (USA) (i)",34.5802074,-105.996047,1850.0,"New Mexico, United States"
"Moi International Sports Centre, Kasarani, Nairobi (KEN)",-1.3109253,36.8734384,1620.0,"Ken's water point., Sasio Road, Viwandani, Viwandani ward, Makadara subcounty, Nairobi, 00507, Kenya"
"Armory Track&Field Center, New York, NY (USA) (i)",43.1561681,-75.8449946,124.0,"New York, United States"
"The Track at New Balance, Boston, MA (USA) (i)",42.3788774,-72.032366,263.0,"Massachusetts, United States"
"Stade de France, Paris (FRA)",48.8534951,2.3483915,38.0,NOT FOUND
"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",30.0847835,120.4839083,7.0,NOT FOUND
"Estadio Vallehermoso, Madrid (ESP)",4.7279951,-74.284617,2548.0,"Aguas de La Prosperidad ESP, Carrera 23, Potrero Grande, Madrid, Sabana Occidente, Cundinamarca, RAP (Especial) Central, 250030, Colombia"
"Regional Sport Complex, Brest (BLR)",-25.49966315,145.60905742540132,357.0,NOT FOUND
"Marktplatz, Heilbronn (GER)",49.142291,9.218655,163.0,"Heilbronn, Baden-Württemberg, Deutschland"
Edmonton (CAN) (i),-43.5556237,172.5159634,32.0,"Edmonton Road, Hornby South, Christchurch, Christchurch City, Canterbury, 7676, New Zealand / Aotearoa"
"Palazzo dello Sport, Milano (ITA) (i)",45.4641943,9.1896346,131.0,"Milano, Lombardia, Italia"
Schwedt (GDR) (i),53.0586366,14.2840858,6.0,NOT FOUND
Koblenz (GER),50.3533278,7.5943951,76.0,"Koblenz, Rheinland-Pfalz, Deutschland"
